brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Honda,City i,2014,Diesel,Manual,Second Owner,80000,25.1,1498.0,98.6,7.5
Chevrolet,Tavera Neo,2011,Diesel,Manual,Second Owner,120000,12.2,2499.0,80.0,3.5
Honda,Civic ZX,2019,Petrol,Automatic,Test Drive Car,24857,16.5,1799.0,139.46,20.0
Hyundai,EON 1.0,2017,Petrol,Manual,First Owner,26442,20.3,998.0,68.05,2.7
Maruti,Ertiga BSIV,2017,Petrol,Manual,First Owner,35000,17.5,1373.0,91.1,7.0
Maruti,Alto LXi,2010,Petrol,Manual,Second Owner,28000,19.7,796.0,46.3,1.3
Maruti,Ertiga ZDI,2015,Diesel,Manual,First Owner,80000,20.77,1248.0,88.8,6.5
Maruti,Alto LX,2005,Petrol,Manual,First Owner,39000,19.7,796.0,46.3,0.55
Maruti,Wagon R,2017,Petrol,Automatic,First Owner,20000,20.51,998.0,67.0,4.75
Nissan,Sunny Diesel,2013,Diesel,Manual,First Owner,50000,21.64,1461.0,84.8,3.25
Honda,Jazz 1.2,2017,Petrol,Automatic,First Owner,40000,19.0,1199.0,88.7,6.15
Hyundai,Grand i10,2015,Petrol,Manual,First Owner,15000,18.9,1197.0,82.0,3.9
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,15000,22.0,1197.0,81.8,6.5
Maruti,Swift VXI,2015,Petrol,Manual,First Owner,30000,20.4,1197.0,81.8,4.4
Honda,City i,2014,Diesel,Manual,First Owner,70000,26.0,1498.0,98.6,6.0
Chevrolet,Spark 1.0,2012,Petrol,Manual,First Owner,80000,16.2,995.0,62.1,1.7
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,80000,15.96,2523.0,63.0,4.99
Hyundai,i20 Asta,2012,Diesel,Manual,First Owner,120000,22.54,1396.0,88.73,5.25
Nissan,Terrano XL,2015,Diesel,Manual,First Owner,90000,20.45,1461.0,83.8,5.8
Chevrolet,Enjoy 1.3,2016,Diesel,Manual,Second Owner,110000,18.2,1248.0,73.74,4.2
Toyota,Innova 2.5,2015,Diesel,Manual,First Owner,120000,12.99,2494.0,100.6,13.0
Hyundai,Verna 1.6,2016,Diesel,Manual,First Owner,80000,23.9,1582.0,126.2,8.0
Maruti,Swift VXI,2020,Petrol,Manual,First Owner,5000,21.21,1197.0,81.8,6.0
Honda,Brio 1.2,2017,Petrol,Manual,First Owner,50000,18.5,1198.0,86.8,4.0
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,65000,26.59,1248.0,74.0,7.0
Maruti,Baleno Alpha,2017,Diesel,Manual,First Owner,35000,27.39,1248.0,74.0,8.0
Honda,Jazz 1.5,2015,Diesel,Manual,First Owner,90000,27.3,1498.0,98.6,6.0
Maruti,Swift VDI,2016,Diesel,Manual,First Owner,100000,25.2,1248.0,74.0,5.8
Renault,KWID RXT,2016,Petrol,Manual,First Owner,15000,25.17,799.0,53.3,3.5
Ford,Figo Diesel,2011,Diesel,Manual,First Owner,147000,20.0,1399.0,68.0,2.05
Mahindra,XUV500 W10,2017,Diesel,Manual,First Owner,20000,16.0,2179.0,140.0,13.5
Hyundai,i20 Asta,2009,Diesel,Manual,Second Owner,120000,23.0,1396.0,90.0,3.1
Toyota,Innova 2.5,2011,Diesel,Manual,Second Owner,250000,12.8,2494.0,102.0,7.0
Ford,Figo 1.5D,2016,Diesel,Manual,Second Owner,69000,25.83,1498.0,99.0,4.6
Maruti,Ciaz ZDi,2017,Diesel,Manual,First Owner,80000,28.09,1248.0,88.5,8.6
Hyundai,i10 LPG,2012,LPG,Manual,Third Owner,97000,19.0,1086.0,68.1,2.75
Renault,KWID RXT,2016,Petrol,Manual,First Owner,15000,25.17,799.0,53.3,3.9
Tata,Hexa XT,2018,Diesel,Manual,First Owner,50000,17.6,2179.0,153.86,15.25
Maruti,Alto LX,2005,Petrol,Manual,Second Owner,50800,19.7,796.0,46.3,1.1
Maruti,Celerio ZXI,2017,Petrol,Manual,First Owner,10000,23.1,998.0,67.04,4.85
BMW,6 Series,2018,Diesel,Automatic,First Owner,30000,17.09,2993.0,261.4,58.3
Maruti,Alto LXi,2012,Petrol,Manual,Second Owner,60000,19.7,796.0,46.3,1.85
Hyundai,Xcent 1.1,2018,Diesel,Manual,First Owner,40142,24.4,1120.0,71.0,6.65
Hyundai,i20 1.2,2019,Petrol,Manual,First Owner,9400,18.6,1197.0,81.83,7.21
Mahindra,KUV 100,2016,Diesel,Manual,First Owner,62000,25.32,1198.0,77.0,3.9
Tata,Manza Aura,2011,Diesel,Manual,First Owner,90000,18.8,1248.0,90.0,1.9
Mahindra,Thar CRDe,2019,Diesel,Manual,First Owner,12584,16.55,2498.0,105.0,9.75
Datsun,GO A,2016,Petrol,Manual,First Owner,49000,19.02,1198.0,67.05,2.75
Maruti,Alto 800,2016,Petrol,Manual,First Owner,32000,24.7,796.0,47.3,3.15
Hyundai,Elite i20,2019,Petrol,Manual,First Owner,4300,18.6,1197.0,81.86,6.85
Maruti,Swift VXI,2019,Petrol,Manual,First Owner,14548,21.21,1197.0,81.8,5.95
Ford,EcoSport 1.5,2018,Diesel,Manual,Second Owner,44772,23.0,1498.0,98.96,9.0
Maruti,Ertiga ZDI,2018,Diesel,Manual,First Owner,48500,25.47,1248.0,88.5,9.5
Maruti,Alto 800,2016,Petrol,Manual,First Owner,38000,24.7,796.0,47.3,2.75
Hyundai,i20 2015-2017,2017,Petrol,Manual,First Owner,28782,18.6,1197.0,81.83,5.7
Hyundai,i20 Asta,2018,Petrol,Manual,First Owner,28451,18.6,1197.0,81.83,7.0
Maruti,Vitara Brezza,2018,Diesel,Manual,First Owner,36500,24.3,1248.0,88.5,9.1
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,44885,26.59,1248.0,74.0,7.51
Hyundai,EON Era,2014,Petrol,Manual,First Owner,35000,21.1,814.0,55.2,2.25
Tata,Indica Vista,2009,Diesel,Manual,Second Owner,110000,17.0,1405.0,71.0,1.35
Maruti,Ertiga ZDI,2017,Diesel,Manual,First Owner,79000,25.47,1248.0,88.5,8.25
Toyota,Fortuner 4x2,2015,Diesel,Automatic,Second Owner,91000,12.55,2982.0,168.5,16.5
Maruti,Vitara Brezza,2018,Diesel,Manual,First Owner,50000,24.3,1248.0,88.5,8.75
Maruti,Ciaz ZDi,2016,Diesel,Manual,Second Owner,81000,28.09,1248.0,88.5,6.5
Jeep,Compass 1.4,2019,Petrol,Automatic,First Owner,22000,16.0,1368.0,160.0,14.5
Hyundai,Creta 1.6,2017,Diesel,Manual,First Owner,41000,20.5,1582.0,126.2,9.75
Maruti,Ertiga SHVS,2019,Diesel,Manual,First Owner,50000,24.52,1248.0,88.5,9.25
Maruti,Ertiga ZDI,2016,Diesel,Manual,First Owner,66000,20.77,1248.0,88.8,7.25
Maruti,Ertiga VDI,2013,Diesel,Manual,First Owner,65000,20.77,1248.0,88.76,5.5
Hyundai,i20 Diesel,2014,Diesel,Manual,First Owner,76000,22.54,1396.0,88.73,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,First Owner,95000,12.8,2494.0,102.0,7.5
Honda,City 1.5,2013,Petrol,Manual,Second Owner,55000,17.0,1497.0,118.0,4.75
Datsun,GO Plus,2017,Petrol,Manual,First Owner,65000,19.02,1198.0,67.05,3.25
Maruti,Ertiga VDI,2017,Diesel,Manual,First Owner,76000,25.47,1248.0,88.5,7.25
Maruti,Ertiga VXI,2018,Petrol,Manual,Second Owner,47000,16.02,1373.0,93.7,7.75
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,70000,23.4,1248.0,74.0,6.25
Maruti,Swift ZDi,2014,Diesel,Manual,First Owner,89000,22.9,1248.0,74.0,4.7
Toyota,Innova Crysta,2017,Diesel,Manual,First Owner,98000,13.68,2393.0,147.51,17.5
Toyota,Innova Crysta,2016,Diesel,Manual,First Owner,90000,13.68,2393.0,147.51,16.5
Hyundai,Creta 1.4,2018,Diesel,Manual,First Owner,70000,21.38,1396.0,88.7,10.5
Maruti,Swift VDI,2013,Diesel,Manual,First Owner,57000,22.9,1248.0,74.0,3.8
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,70000,26.59,1248.0,74.0,6.5
Hyundai,EON Era,2016,Petrol,Manual,First Owner,49200,21.1,814.0,55.2,2.75
Honda,Civic 1.8,2009,Petrol,Manual,Second Owner,125000,13.5,1799.0,130.0,2.2
Hyundai,i10 Era,2008,Petrol,Manual,Second Owner,60000,19.81,1086.0,68.05,2.0
Maruti,Eeco 5,2015,Petrol,Manual,Second Owner,120000,15.37,1196.0,73.0,3.15
Maruti,Alto LXI,2004,Petrol,Manual,Third Owner,110000,19.7,796.0,46.3,0.9
Maruti,Wagon R,2007,Petrol,Manual,Second Owner,70000,18.9,1061.0,67.0,1.2
Maruti,Wagon R,2006,Petrol,Manual,Second Owner,168000,18.9,998.0,67.1,0.9
Mahindra,XUV500 W10,2018,Diesel,Manual,First Owner,30000,16.0,2179.0,140.0,15.0
Hyundai,Grand i10,2015,Diesel,Manual,First Owner,60000,24.0,1120.0,70.0,3.7
Maruti,Swift VDI,2016,Diesel,Manual,First Owner,131111,25.2,1248.0,74.0,5.95
Mahindra,Renault Logan,2007,Diesel,Manual,Second Owner,120000,19.2,1461.0,65.0,1.5
Maruti,Swift Dzire,2012,Diesel,Manual,Second Owner,58400,19.3,1248.0,73.9,4.0
Maruti,Alto K10,2016,Petrol,Manual,Second Owner,23400,23.95,998.0,67.1,3.1
Maruti,Celerio VXI,2018,Petrol,Manual,First Owner,50000,23.1,998.0,67.04,3.85
Mahindra,XUV500 W8,2014,Diesel,Manual,First Owner,90000,15.1,2179.0,140.0,7.5
Hyundai,Santro Sportz,2019,Petrol,Automatic,First Owner,3010,20.3,1086.0,68.0,5.21
Tata,Manza Aqua,2010,Diesel,Manual,First Owner,80000,21.12,1248.0,88.8,1.8
Ford,Fiesta EXi,2011,Diesel,Manual,Second Owner,155000,17.8,1399.0,68.0,2.2
Maruti,800 AC,1998,Petrol,Manual,Second Owner,70000,16.1,796.0,37.0,0.4
Hyundai,Grand i10,2018,Petrol,Manual,First Owner,4000,18.9,1197.0,81.86,5.4
Maruti,Alto LXi,2007,Petrol,Manual,Second Owner,35000,19.7,796.0,46.3,1.4
Maruti,Zen VXI,2003,Petrol,Manual,First Owner,121000,17.3,993.0,60.0,2.0
Ford,EcoSport 1.5,2015,Diesel,Manual,Second Owner,110000,22.77,1498.0,98.59,6.5
Ford,Fiesta 1.4,2010,Diesel,Manual,Second Owner,170000,17.8,1399.0,68.0,2.3
Maruti,Swift Vdi,2010,Diesel,Manual,Third Owner,175000,17.8,1248.0,75.0,3.05
Mahindra,XUV500 W10,2018,Diesel,Manual,First Owner,30000,16.0,1997.0,140.0,14.0
Ford,Fiesta 1.4,2008,Diesel,Manual,First Owner,163000,17.8,1399.0,68.0,2.0
Ford,Fiesta 1.4,2008,Diesel,Manual,First Owner,163000,17.8,1399.0,68.0,2.0
Mahindra,Xylo D2,2010,Diesel,Manual,First Owner,77088,14.0,2489.0,95.0,4.65
Nissan,Micra Diesel,2011,Diesel,Manual,Third Owner,110000,23.08,1461.0,63.1,2.1
Mahindra,Bolero 2011-2019,2016,Diesel,Manual,First Owner,136511,15.96,2523.0,62.1,5.7
Maruti,Ertiga ZXI,2015,Petrol,Manual,First Owner,80000,16.02,1373.0,93.7,5.7
Maruti,Ertiga ZXI,2015,Petrol,Manual,First Owner,60000,16.02,1373.0,93.7,6.5
Maruti,Swift Dzire,2016,Petrol,Manual,First Owner,36000,20.85,1197.0,83.14,6.2
Maruti,Wagon R,2012,Petrol,Manual,Second Owner,65000,18.9,998.0,67.1,2.5
BMW,X1 sDrive20d,2011,Diesel,Automatic,First Owner,50000,17.05,1995.0,184.0,10.0
Maruti,Wagon R,2012,LPG,Manual,First Owner,60000,26.2,998.0,58.2,3.0
Fiat,Grande Punto,2013,Diesel,Manual,First Owner,82500,20.3,1248.0,75.0,3.0
Ford,EcoSport 1.5,2018,Diesel,Manual,Second Owner,30000,23.0,1498.0,98.96,8.1
Chevrolet,Cruze LTZ,2011,Diesel,Manual,Third Owner,100000,18.3,1991.0,147.9,2.7
Maruti,Swift Dzire,2015,Diesel,Manual,Second Owner,70000,26.59,1248.0,74.0,4.7
Tata,Zest Quadrajet,2017,Diesel,Manual,First Owner,85000,20.65,1248.0,88.7,4.0
Maruti,Wagon R,2014,Petrol,Manual,Second Owner,60000,20.51,998.0,67.04,3.0
Maruti,Alto 800,2015,Petrol,Manual,Third Owner,20000,22.74,796.0,47.3,1.7
Renault,Duster 110PS,2014,Diesel,Manual,First Owner,80000,19.01,1461.0,108.45,4.56
Mahindra,Xylo D2,2009,Diesel,Manual,Second Owner,100000,13.0,2489.0,95.0,1.21
Maruti,Vitara Brezza,2016,Diesel,Manual,Second Owner,80000,24.3,1248.0,88.5,6.5
Tata,Bolt Revotron,2017,Petrol,Manual,First Owner,35000,17.57,1193.0,88.7,3.5
Chevrolet,Beat Diesel,2013,Diesel,Manual,First Owner,139000,25.44,936.0,57.6,1.25
Maruti,Alto AX,2005,Petrol,Automatic,Second Owner,90000,19.7,796.0,46.3,0.8
Honda,City 2017-2020,2008,Petrol,Manual,First Owner,100000,17.7,1497.0,78.0,2.5
Volkswagen,Vento Diesel,2011,Diesel,Manual,First Owner,90000,20.54,1598.0,103.6,2.25
Mahindra,Bolero SLX,2007,Diesel,Manual,Second Owner,105000,13.6,2523.0,63.0,2.15
Hyundai,Xcent 1.2,2017,Diesel,Manual,Second Owner,40000,25.4,1186.0,73.97,4.5
Hyundai,Xcent 1.2,2017,Petrol,Manual,First Owner,90000,20.14,1197.0,81.86,5.1
Maruti,Alto 800,2015,Petrol,Manual,Second Owner,36710,22.74,796.0,47.3,2.45
Mahindra,Supro LX,2018,Diesel,Manual,First Owner,50000,23.5,909.0,45.0,4.0
Maruti,SX4 S,2016,Diesel,Manual,First Owner,28180,23.65,1248.0,88.5,6.2
Maruti,SX4 S,2017,Diesel,Manual,First Owner,44000,23.65,1248.0,88.5,6.5
Tata,Harrier XZ,2019,Diesel,Manual,First Owner,15000,17.0,1956.0,138.1,17.0
Datsun,GO Plus,2019,Petrol,Manual,First Owner,4000,19.72,1198.0,67.0,5.9
Maruti,Ritz VDi,2014,Diesel,Manual,First Owner,30000,23.2,1248.0,73.94,3.7
Maruti,Swift VXI,2013,Petrol,Manual,First Owner,15000,18.6,1197.0,85.8,3.5
Maruti,Baleno Alpha,2017,Petrol,Manual,First Owner,20000,21.4,1197.0,83.1,5.8
Hyundai,Grand i10,2018,Petrol,Manual,First Owner,56000,18.9,1197.0,81.86,4.5
Hyundai,i20 Active,2017,Petrol,Manual,First Owner,19000,17.19,1197.0,81.86,6.0
Ford,Endeavour 2.2,2016,Diesel,Automatic,First Owner,30000,12.62,2198.0,158.0,24.0
Hyundai,i20 1.2,2017,Petrol,Manual,First Owner,70000,18.6,1197.0,81.83,4.5
Tata,Indigo CS,2009,Diesel,Manual,First Owner,30000,19.09,1396.0,69.0,1.5
Maruti,Eeco 5,2019,Petrol,Manual,First Owner,15000,15.37,1196.0,73.0,4.0
Maruti,Alto 800,2013,Petrol,Manual,First Owner,85000,22.74,796.0,47.3,1.85
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,50000,22.0,1197.0,81.8,6.25
Hyundai,i20 Active,2019,Petrol,Manual,First Owner,20000,17.19,1197.0,81.86,7.0
Maruti,Wagon R,2017,Petrol,Manual,First Owner,25000,20.51,998.0,67.04,3.9
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,25000,17.0,1198.0,108.5,6.25
Maruti,Swift Dzire,2014,Petrol,Manual,First Owner,50000,19.1,1197.0,85.8,4.0
Hyundai,i20 1.4,2011,Diesel,Manual,Fourth & Above Owner,150000,23.0,1396.0,90.0,3.8
Toyota,Corolla Altis,2009,Petrol,Automatic,First Owner,90000,14.53,1794.0,138.1,4.0
Tata,Zest Revotron,2019,Petrol,Manual,First Owner,100000,17.57,1193.0,88.7,6.2
Ford,Fiesta Classic,2008,Diesel,Manual,Second Owner,180000,17.8,1399.0,67.0,1.9
Maruti,Alto 800,2013,Petrol,Manual,Second Owner,50000,22.74,796.0,47.3,2.1
Maruti,Ritz VDi,2012,Diesel,Manual,Third Owner,80000,23.2,1248.0,73.94,2.7
Maruti,Zen Std,1999,Petrol,Manual,Third Owner,100000,17.3,993.0,60.0,0.45
Hyundai,EON D,2014,Petrol,Manual,Second Owner,93000,21.1,814.0,55.2,2.2
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,First Owner,11500,15.96,2523.0,63.0,5.5
Hyundai,i20 Asta,2013,Petrol,Manual,First Owner,120000,18.5,1197.0,82.85,3.7
Mahindra,Xylo D2,2015,Diesel,Manual,First Owner,50000,14.95,2489.0,93.7,6.5
Honda,City V,2012,Petrol,Manual,First Owner,120000,16.8,1497.0,116.3,5.5
Ford,Fiesta 1.4,2010,Diesel,Manual,Second Owner,100000,17.8,1399.0,68.0,2.25
Maruti,800 Std,2004,Petrol,Manual,Second Owner,57000,16.1,796.0,37.0,0.4
Hyundai,EON Era,2016,Petrol,Manual,First Owner,60000,21.1,814.0,55.2,2.8
Ford,Figo Aspire,2017,Petrol,Automatic,First Owner,44077,17.01,1499.0,110.5,5.7
Maruti,Alto 800,2017,Petrol,Manual,Second Owner,90000,24.7,796.0,47.3,2.9
Hyundai,i20 Active,2018,Diesel,Manual,Second Owner,50000,21.19,1396.0,88.73,7.2
Ford,EcoSport 1.5,2017,Diesel,Manual,First Owner,60000,22.77,1498.0,98.59,8.0
Hyundai,i10 Era,2012,Petrol,Manual,Third Owner,20000,19.81,1086.0,68.05,2.65
Maruti,Alto LX,2010,Petrol,Manual,Third Owner,90000,19.7,796.0,46.3,1.35
Ford,Figo 1.5D,2016,Diesel,Manual,Second Owner,70000,25.83,1498.0,99.0,3.5
Chevrolet,Enjoy 1.3,2016,Diesel,Manual,First Owner,80000,18.2,1248.0,73.74,4.9
Hyundai,Verna 1.6,2012,Diesel,Manual,Second Owner,72000,22.32,1582.0,126.32,4.5
Mahindra,Scorpio 1.99,2016,Diesel,Manual,First Owner,50000,15.4,1997.0,120.0,9.5
Maruti,Swift Dzire,2012,Petrol,Manual,Second Owner,90000,17.5,1298.0,85.8,3.55
Hyundai,Elite i20,2019,Petrol,Manual,First Owner,17000,18.6,1197.0,81.86,7.0
Mahindra,Scorpio VLX,2012,Diesel,Manual,First Owner,70000,12.05,2179.0,120.0,4.6
Volkswagen,Polo Diesel,2012,Diesel,Manual,Second Owner,74000,22.07,1199.0,73.9,3.5
Maruti,Alto LX,2006,Petrol,Manual,Second Owner,60000,19.7,796.0,46.3,0.85
Maruti,Alto 800,2016,Petrol,Manual,First Owner,15000,22.74,796.0,47.3,2.9
Honda,WR-V i-DTEC,2019,Diesel,Manual,First Owner,72000,25.5,1498.0,98.6,10.0
Tata,Indica V2,2008,Petrol,Manual,Second Owner,25000,16.84,1193.0,64.4,0.85
Maruti,Alto LXI,2003,Petrol,Manual,First Owner,114000,19.7,796.0,46.3,0.65
Honda,City 1.5,2005,Petrol,Manual,First Owner,120000,13.0,1493.0,100.0,0.75
Skoda,Octavia Ambiente,2003,Diesel,Manual,Second Owner,250000,18.7,1896.0,66.0,1.0
Tata,Indica Vista,2009,Diesel,Manual,First Owner,55768,17.0,1405.0,71.0,1.7
Hyundai,Grand i10,2017,Petrol,Automatic,First Owner,40000,18.9,1197.0,81.86,5.25
Maruti,Wagon R,2020,Petrol,Manual,Second Owner,70000,21.79,998.0,67.05,2.65
Tata,Tigor 1.2,2018,Petrol,Manual,First Owner,50000,20.3,1199.0,84.0,4.6
Maruti,Alto K10,2017,Petrol,Manual,First Owner,20000,23.95,998.0,67.05,2.5
Maruti,Swift Dzire,2013,Diesel,Manual,Second Owner,70000,23.4,1248.0,74.0,3.95
Hyundai,Grand i10,2014,Petrol,Manual,First Owner,60000,18.9,1197.0,82.0,3.75
Tata,Indica Vista,2009,Diesel,Manual,First Owner,120000,17.0,1405.0,71.0,1.2
Maruti,Ritz VDi,2011,Diesel,Manual,Second Owner,110000,21.1,1248.0,73.9,2.9
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,60000,23.84,1199.0,84.0,4.1
Chevrolet,Spark 1.0,2009,Petrol,Manual,First Owner,30000,16.5,995.0,63.0,2.0
Skoda,Rapid 1.5,2018,Diesel,Manual,First Owner,35000,21.13,1498.0,108.6,9.0
Maruti,800 Std,2003,Petrol,Manual,Third Owner,50000,16.1,796.0,37.0,0.5
Renault,Duster 110PS,2012,Diesel,Manual,First Owner,100000,19.01,1461.0,108.45,4.5
Mahindra,XUV500 W8,2012,Diesel,Manual,Third Owner,80000,15.1,2179.0,140.0,6.5
Volkswagen,CrossPolo 1.5,2014,Diesel,Manual,Second Owner,84000,20.14,1498.0,88.5,3.0
Ford,Fiesta 1.5,2014,Diesel,Manual,First Owner,60000,25.01,1498.0,89.75,4.25
Maruti,Zen VXI,1998,Petrol,Manual,Second Owner,50000,17.3,993.0,60.0,0.55
Hyundai,i10 Magna,2011,Petrol,Manual,Second Owner,60000,20.36,1197.0,78.9,2.0
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,100000,16.0,2179.0,140.0,9.75
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,70000,15.96,2523.0,62.1,4.5
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,Second Owner,82500,15.96,2523.0,62.1,6.0
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,First Owner,76000,15.96,2523.0,62.1,5.5
Tata,Indica Vista,2011,Diesel,Manual,First Owner,87000,18.0,1248.0,75.0,1.8
Mahindra,Xylo E4,2010,Diesel,Manual,First Owner,120000,14.0,2498.0,112.0,3.0
Tata,Zest Revotron,2016,Petrol,Manual,Second Owner,70000,17.57,1193.0,88.7,3.5
Maruti,Swift Dzire,2014,Diesel,Manual,First Owner,90000,23.4,1248.0,74.0,4.65
Tata,Manza Aura,2010,Diesel,Manual,Second Owner,188000,21.12,1248.0,88.8,2.0
Chevrolet,Enjoy TCDi,2014,Diesel,Manual,Second Owner,120000,18.2,1248.0,73.8,3.5
Honda,City i,2015,Petrol,Manual,First Owner,80000,17.4,1497.0,117.3,6.5
Hyundai,i10 Magna,2010,Petrol,Manual,Second Owner,123278,20.36,1197.0,78.9,1.5
Honda,City i,2014,Diesel,Manual,Second Owner,100000,26.0,1498.0,98.6,5.6
Hyundai,i20 Active,2015,Diesel,Manual,First Owner,90000,21.19,1396.0,88.73,6.25
Ford,Figo Diesel,2012,Diesel,Manual,First Owner,110000,20.0,1399.0,68.0,2.2
Ford,Figo Diesel,2013,Diesel,Manual,First Owner,110000,20.0,1399.0,68.1,2.5
Tata,Zest Quadrajet,2018,Diesel,Manual,First Owner,70000,20.65,1248.0,88.7,5.75
Mahindra,XUV500 W8,2015,Diesel,Manual,First Owner,65000,15.1,2179.0,140.0,10.5
Jaguar,XF 2.2,2015,Diesel,Automatic,Second Owner,70000,16.36,2179.0,187.7,30.0
Tata,New Safari,2012,Diesel,Manual,Third Owner,90000,11.57,2179.0,138.1,2.0
Maruti,Alto 800,2016,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.62
Hyundai,EON Era,2018,Petrol,Manual,First Owner,33000,21.1,814.0,55.2,2.99
Maruti,Alto 800,2015,Petrol,Manual,First Owner,26500,22.74,796.0,47.3,2.5
Hyundai,Santro Xing,2011,Petrol,Manual,Fourth & Above Owner,60000,17.92,1086.0,62.1,1.4
Maruti,Swift Dzire,2013,Diesel,Manual,Third Owner,70000,23.4,1248.0,74.0,3.6
Datsun,GO A,2015,Petrol,Manual,First Owner,80000,20.63,1198.0,67.06,2.1
Hyundai,i20 1.4,2017,Diesel,Manual,First Owner,60000,22.54,1396.0,88.73,6.0
Skoda,Fabia 1.2L,2011,Diesel,Manual,First Owner,100000,19.5,1199.0,75.0,2.1
Volkswagen,Vento Diesel,2011,Diesel,Manual,Second Owner,80000,20.54,1598.0,103.6,3.0
Hyundai,Grand i10,2016,Petrol,Manual,First Owner,35000,18.9,1197.0,82.0,4.5
Ford,Endeavour 3.2,2018,Diesel,Automatic,First Owner,35000,10.91,3198.0,197.0,32.0
Hyundai,Grand i10,2019,Petrol,Manual,First Owner,10000,18.9,1197.0,81.86,5.5
Tata,Indica Vista,2011,Diesel,Manual,First Owner,80000,18.0,1248.0,75.0,1.0
Hyundai,EON Era,2012,Petrol,Manual,Second Owner,50000,21.1,814.0,55.2,1.85
Maruti,Wagon R,2006,Petrol,Manual,Second Owner,90000,17.3,1061.0,64.0,0.8
Maruti,Alto 800,2017,Petrol,Manual,First Owner,80000,24.7,796.0,47.3,2.95
Renault,KWID Climber,2017,Petrol,Manual,First Owner,25000,23.01,999.0,67.0,3.6
Maruti,Alto K10,2014,Petrol,Manual,First Owner,70000,20.92,998.0,67.1,2.1
Hyundai,Elite i20,2019,Petrol,Automatic,First Owner,80000,17.4,1197.0,81.86,5.85
Volkswagen,Polo Select,2016,Diesel,Manual,First Owner,50000,20.14,1498.0,88.7,5.6
Honda,City i,2015,Diesel,Manual,First Owner,70000,26.0,1498.0,98.6,6.0
Datsun,GO T,2017,Petrol,Manual,First Owner,60000,20.63,1198.0,67.0,3.3
Hyundai,Verna VTVT,2019,Petrol,Manual,First Owner,15000,17.0,1591.0,121.3,9.9
Toyota,Etios Diesel,2012,Diesel,Manual,First Owner,90000,23.59,1364.0,67.1,3.0
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,28000,17.0,1198.0,108.5,6.5
Hyundai,Elite i20,2019,Petrol,Automatic,First Owner,20000,17.4,1197.0,81.86,6.95
Hyundai,Grand i10,2014,Diesel,Manual,First Owner,60000,24.0,1120.0,70.0,3.0
Maruti,Alto 800,2015,Petrol,Manual,First Owner,22000,22.74,796.0,47.3,2.7
Tata,New Safari,2010,Diesel,Manual,Second Owner,70000,11.57,2179.0,138.1,1.85
Chevrolet,Sail Hatchback,2013,Diesel,Manual,First Owner,80000,22.1,1248.0,76.9,2.0
Maruti,Wagon R,2019,CNG,Manual,First Owner,35000,26.6,998.0,58.16,4.6
Tata,Nexon 1.5,2018,Diesel,Manual,First Owner,60000,21.5,1497.0,108.5,8.6
Tata,Tiago 1.2,2018,Petrol,Manual,First Owner,20000,23.84,1199.0,84.0,4.0
Maruti,Ritz VDi,2013,Diesel,Manual,Second Owner,142000,23.2,1248.0,73.94,2.4
Maruti,Swift Dzire,2015,Diesel,Manual,First Owner,72000,26.59,1248.0,74.0,5.7
Ford,EcoSport 1.5,2018,Diesel,Manual,First Owner,90000,23.0,1498.0,98.96,8.5
Ford,Figo Diesel,2011,Diesel,Manual,Third Owner,80000,20.0,1399.0,68.0,1.55
Hyundai,i20 1.4,2011,Diesel,Manual,First Owner,125000,23.0,1396.0,90.0,2.7
Maruti,Ciaz ZXi,2015,Petrol,Manual,First Owner,33000,20.73,1373.0,91.1,6.1
Hyundai,Creta 1.6,2015,Diesel,Manual,First Owner,50000,19.67,1582.0,126.2,10.0
Mahindra,Scorpio LX,2012,Diesel,Manual,Second Owner,120000,12.05,2179.0,120.0,4.5
Hyundai,Xcent 1.2,2018,Diesel,Manual,First Owner,35000,25.4,1186.0,73.97,5.0
Honda,Amaze S,2018,Diesel,Manual,First Owner,43000,27.4,1498.0,98.63,7.0
Maruti,Alto LXi,2007,Petrol,Manual,First Owner,60000,19.7,796.0,46.3,1.35
Mahindra,Scorpio LX,2012,Diesel,Manual,Second Owner,148000,12.05,2179.0,120.0,4.3
Hyundai,Verna 1.6,2014,Diesel,Manual,Second Owner,70000,22.32,1582.0,126.32,6.25
